p,Lx=100,Lx=200,Lx=500,Lx=1000,Lx=2000,Lx=5000,Lx=10000,Ly=100,Ly=200,Ly=500,Ly=1000,Ly=2000,Ly=5000,Ly=10000
0.42285,0.00595,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42485,0.00952,0,0,0,0,0,0,0,0,0,0,0,0,0
0.42685,0.01466,1.65E-43,0,0,0,0,0,0,0,0,0,0,0,0
0.42886,0.02174,1.23E-06,0,0,0,0,0,0,0,0,0,0,0,0
0.43086,0.03125,1.16E-05,0,0,0,0,0,0,0,0,0,0,0,0
0.43287,0.04385,5.08E-05,0,0,0,0,0,0,0,0,0,0,0,0
0.43487,0.06038,1.49E-04,0,0,0,0,0,0,0,0,0,0,0,0
0.43687,0.08168,3.43E-04,0,0,0,0,0,0,0,0,0,0,0,0
0.43888,0.10855,6.78E-04,0,0,0,0,0,0,0,0,0,0,0,0
0.44088,0.14148,0.00124,0,0,0,0,0,0,0,0,0,0,0,0
0.44289,0.18054,0.00217,0,0,0,0,0,0,0,0,0,0,0,0
0.44489,0.22541,0.00371,0,0,0,0,0,0,0,0,0,0,0,0
0.44689,0.27544,0.00608,0,0,0,0,0,0,0,0,0,0,0,0
0.4489,0.32979,0.00959,0,0,0,0,0,0,0,0,0,0,0,0
0.4509,0.3875,0.01478,0,0,0,0,0,0,0,0,0,0,0,0
0.45291,0.44747,0.02266,0,0,0,0,0,0,0,0,0,0,0,0
0.45491,0.50859,0.03459,0,0,0,0,0,0,0,0,0,0,0,0
0.45691,0.56969,0.05216,6.16E-42,0,0,0,0,0,0,0,0,0,0,0
0.45892,0.62963,0.07684,3.28E-05,0,0,0,0,0,0,0,0,0,0,0
0.46092,0.68725,0.1096,3.04E-04,0,0,0,0,0,0,0,0,0,0,0
0.46293,0.74148,0.15062,0.00132,0,0,0,0,0,0,0,0,0,0,0
0.46493,0.79133,0.19929,0.00384,0,0,0,0,0,0,0,0,0,0,0
0.46693,0.83592,0.25445,0.00878,1.91E-45,2.46E-46,0,0,0,0,0,0,0,0,0
0.46894,0.87461,0.31465,0.01705,6.77E-05,8.71E-06,0,0,0,0,0,0,0,0,0
0.47094,0.90702,0.3784,0.02959,6.23E-04,8.02E-05,0,0,0,0,0,0,0,0,0
0.47295,0.93318,0.44432,0.0473,0.00269,3.46E-04,0,0,0,0,0,0,0,0,0
0.47495,0.95355,0.51117,0.07107,0.00783,0.00101,0,0,0,0,0,0,0,0,0
0.47695,0.96888,0.57783,0.10165,0.01786,0.0023,2.47E-45,2.47E-45,0,1.54E-46,1.56E-45,2.39E-45,2.47E-45,2.47E-45,2.47E-45
0.47896,0.98004,0.64318,0.13964,0.03457,0.00453,8.75E-05,8.75E-05,0,5.47E-06,5.54E-05,8.48E-05,8.75E-05,8.75E-05,8.75E-05
0.48096,0.98787,0.70602,0.18519,0.05926,0.00833,8.02E-04,8.02E-04,0,5.01E-05,5.08E-04,7.77E-04,8.02E-04,8.02E-04,8.02E-04
0.48297,0.99313,0.76503,0.23787,0.09245,0.01491,0.00345,0.00345,0,2.16E-04,0.00218,0.00334,0.00345,0.00345,0.00345
0.48497,0.99643,0.81877,0.29667,0.13389,0.02595,0.01001,0.01001,0,6.25E-04,0.00633,0.0097,0.01001,0.01001,0.01001
0.48697,0.9983,0.86587,0.3602,0.18277,0.04339,0.0228,0.0228,2.49E-42,0.00142,0.01443,0.02208,0.0228,0.0228,0.0228
0.48898,0.99922,0.90523,0.42687,0.23799,0.06901,0.04404,0.04404,1.32E-05,0.00283,0.0279,0.04267,0.04404,0.04404,0.04404
0.49098,0.99963,0.9363,0.49502,0.29833,0.10396,0.07525,0.07525,1.21E-04,0.00542,0.04792,0.07292,0.07525,0.07525,0.07525
0.49299,0.99982,0.95926,0.56304,0.36258,0.14835,0.11671,0.11671,5.18E-04,0.01038,0.07514,0.11317,0.11671,0.11671,0.11671
0.49499,0.99992,0.97512,0.62943,0.42959,0.20129,0.16756,0.16756,0.0015,0.01939,0.10974,0.16264,0.16756,0.16756,0.16756
0.49699,0.99997,0.9854,0.6928,0.49825,0.26118,0.22616,0.22616,0.00341,0.0344,0.15155,0.21981,0.22616,0.22616,0.22616
0.499,0.99999,0.99169,0.7519,0.56733,0.32614,0.29051,0.29051,0.00664,0.05727,0.20011,0.28282,0.29051,0.29051,0.29051
0.501,1,0.99543,0.80567,0.63549,0.39429,0.35866,0.35866,0.01178,0.08921,0.25473,0.34982,0.35866,0.35866,0.35866
0.50301,1,0.99767,0.85321,0.7011,0.46404,0.42902,0.42902,0.01977,0.13045,0.31451,0.41927,0.42902,0.42902,0.42902
0.50501,1,0.99897,0.89395,0.76239,0.53408,0.50036,0.50036,0.0318,0.18024,0.37836,0.48998,0.50036,0.50036,0.50036
0.50701,1,0.99965,0.92752,0.81756,0.60334,0.57169,0.57169,0.0492,0.2372,0.44505,0.56092,0.57169,0.57169,0.57169
0.50902,1,0.99992,0.95383,0.86511,0.67075,0.64203,0.64203,0.07318,0.29962,0.5132,0.63107,0.64203,0.64203,0.64203
0.51102,1,0.99999,0.97313,0.90411,0.73512,0.71016,0.71016,0.10454,0.36579,0.58135,0.6992,0.71016,0.71016,0.71016
0.51303,1,1,0.98611,0.93444,0.79505,0.77446,0.77446,0.14344,0.43421,0.64788,0.76369,0.77446,0.77446,0.77446
0.51503,1,1,0.9939,0.95687,0.84893,0.83299,0.83299,0.18947,0.50364,0.71111,0.82262,0.83299,0.83299,0.83299
0.51703,1,1,0.9979,0.97276,0.89521,0.88376,0.88376,0.24176,0.573,0.76943,0.87403,0.88376,0.88376,0.88376
0.51904,1,1,0.99951,0.98357,0.93264,0.92512,0.92512,0.29919,0.64119,0.82143,0.91629,0.92512,0.92512,0.92512
0.52104,1,1,0.99995,0.9907,0.96065,0.95622,0.95622,0.36056,0.70698,0.86611,0.94855,0.95622,0.95622,0.95622
0.52305,1,1,1,0.99523,0.97967,0.97737,0.97737,0.42458,0.76887,0.90309,0.97105,0.97737,0.97737,0.97737
0.52505,1,1,1,0.99791,0.99109,0.99008,0.99008,0.49004,0.82518,0.9326,0.98519,0.99008,0.99008,0.99008
0.52705,1,1,1,0.99928,0.99694,0.99659,0.99659,0.55569,0.87423,0.95533,0.99308,0.99659,0.99659,0.99659
0.52906,1,1,1,0.99983,0.99929,0.99921,0.99921,0.62031,0.91466,0.97214,0.99691,0.99921,0.99921,0.99921
0.53106,1,1,1,0.99998,0.99992,0.99991,0.99991,0.68262,0.94579,0.98396,0.99856,0.99991,0.99991,0.99991
0.53307,1,1,1,1,1,1,1,0.74131,0.9679,0.99175,0.9993,1,1,1
0.53507,1,1,1,1,1,1,1,0.79508,0.98225,0.99639,0.99969,1,1,1
0.53707,1,1,1,1,1,1,1,0.84275,0.99072,0.99876,0.99989,1,1,1
0.53908,1,1,1,1,1,1,1,0.88337,0.99526,0.99971,0.99998,1,1,1
0.54108,1,1,1,1,1,1,1,0.91646,0.99756,0.99997,1,1,1,1
0.54309,1,1,1,1,1,1,1,0.94213,0.99878,1,1,1,1,1
0.54509,1,1,1,1,1,1,1,0.96116,0.99947,1,1,1,1,1
0.54709,1,1,1,1,1,1,1,0.9747,0.99982,1,1,1,1,1
0.5491,1,1,1,1,1,1,1,0.98403,0.99996,1,1,1,1,1
0.5511,1,1,1,1,1,1,1,0.99031,1,1,1,1,1,1
0.55311,1,1,1,1,1,1,1,0.99445,1,1,1,1,1,1
0.55511,1,1,1,1,1,1,1,0.99706,1,1,1,1,1,1
0.55711,1,1,1,1,1,1,1,0.99854,1,1,1,1,1,1
0.55912,1,1,1,1,1,1,1,0.9993,1,1,1,1,1,1
0.56112,1,1,1,1,1,1,1,0.99965,1,1,1,1,1,1
0.56313,1,1,1,1,1,1,1,0.99983,1,1,1,1,1,1
0.56513,1,1,1,1,1,1,1,0.99993,1,1,1,1,1,1
0.56713,1,1,1,1,1,1,1,0.99997,1,1,1,1,1,1
0.56914,1,1,1,1,1,1,1,0.99999,1,1,1,1,1,1
0.57114,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.57315,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.57515,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.57715,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.57916,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.58116,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.58317,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.58517,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.58717,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.58918,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.59118,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.59319,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.59519,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.59719,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.5992,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.6012,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.60321,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.60521,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.60721,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.60922,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.61122,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.61323,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.61523,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.61723,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.61924,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.62124,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.62325,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.62525,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.62725,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.62926,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.63126,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.63327,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.63527,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.63727,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.63928,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.64128,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.64329,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.64529,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.64729,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.6493,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.6513,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.65331,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.65531,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.65731,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.65932,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.66132,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.66333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.66533,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.66733,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.66934,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.67134,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.67335,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.67535,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.67735,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.67936,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.68136,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.68337,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.68537,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.68737,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.68938,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.69138,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.69339,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.69539,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.69739,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.6994,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.7014,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.70341,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.70541,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.70741,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.70942,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.71142,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.71343,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.71543,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.71743,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.71944,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.72144,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.72345,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.72545,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.72745,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.72946,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.73146,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.73347,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.73547,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.73747,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.73948,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.74148,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.74349,1,1,1,1,1,1,1,1,1,1,1,1,1,1
